IlmnID,arms,ccsk,erms,ews,mrt,nbl,normal,os,wbc,wt
cg2714,0.04175078,0.029099160625,0.040303528375,0.04274633259013139,0.03869826242857143,0.04601749545839286,0.0,0.019822223061545942,0.0483381967929828,0.038021415
cg2715,0.0521313272,0.0378151996,0.04721329760000001,0.05187281995000001,0.050854241499999994,0.04499727068019299,0.0,0.02528363151308549,0.06444005878095482,0.045112735
cg2716,0.045159992800000014,0.028695842000000003,0.0442586697,0.04151726564,0.036138056099999996,0.036196163983847784,0.0,0.01779821846482239,0.04695808052525206,0.034192774
cg2717,0.031480913000000006,0.021446218500000003,0.03038859583333333,0.031632319,0.0384659335,0.03576969228911733,0.0,0.01703569671261452,0.04371677665370596,0.02975342
cg2718,0.10763182,0.03785836,0.10371012833333332,0.08418331206781568,0.1158848855,0.12089721182675278,0.3270607250057723,0.17243281008773356,0.3213467703887787,0.05101848
cg2719,0.9236019333333332,0.9041052666666666,0.9012228666666667,0.9320896071613919,0.8672613023333333,0.9516453508826538,0.9541958041958043,0.8869933698702464,0.9410112860290052,0.9287077333333332
cg2720,0.1322572272142857,0.11045131807142856,0.13892411057142856,0.11008684010714287,0.13564924410714285,0.1405474822562227,0.059490045210749486,0.0865227347509698,0.16302723901968824,0.12057717707142855
cg2721,0.19504651333333334,0.05421834,0.08582377,0.06983750246269183,0.18584890683333333,0.06311462589590444,0.16709375942116372,0.02861082390905615,0.07978216655909554,0.04552359333333333
cg2722,0.17780208,0.16898005200000002,0.138526292,0.090280072125,0.0947398056,,0.005780346820809247,0.05477701048417967,0.1406097314644979,0.098041356
cg2723,0.07683698,0.08837853999999999,0.0643374275,0.063523547375,0.07476973537500001,0.04445826780210206,0.0,0.018142952283766035,0.06307723978804297,0.0443265725
cg2724,0.052369812,0.035624952,0.04530203899999999,0.052560600000000006,0.06141507410000001,0.048750966427962276,0.0,0.01869750136821445,0.050036906894653004,0.043152822
cg2725,0.07162590666666667,0.018351771666666662,0.06726927499999999,0.046622649669545865,0.13055866575,0.018471543627892287,0.0,0.02062696881228675,0.04673085126363016,0.02667121166666667
cg2726,0.6062356666666667,0.6109143666666667,0.5714168666666667,0.5886006833333333,0.5840286633333334,0.7151135206651771,,0.601975231252151,0.43975074115999896,0.5964913666666667
cg2727,0.07143059857142857,0.04096775671428572,0.07057207785714287,0.07422347100000001,0.07728189564285715,0.06893515690582819,0.0,0.025036757077108222,0.07005379096653594,0.06472743142857143
cg2728,0.08537043333333334,0.05066497666666667,0.07457755666666666,0.06370804090295751,0.06559368183333333,0.021329403208237584,0.0,0.04593133036916605,0.06444073340092864,0.04757284666666667
cg2729,0.16945255999999995,0.1273962,0.1606300333333333,0.14811645210142432,0.19360031175,0.08392827835926978,0.0,0.09086723157437993,0.1312435709013969,0.12159767
cg2730,0.09877074,0.14791436600000002,0.093301436,0.07684314432510571,0.0909080232,0.08845982326851956,0.0,0.035395916756851636,0.12054810769332548,0.07623494
cg2731,0.09617850888888888,0.05038252411111112,0.09098475133333334,0.09047195445506478,0.07270120011111111,0.04692602401261265,0.0,0.03997947846755329,0.07963449983788834,0.06737522477777777
cg2732,0.0501800925,0.03048296575,0.046821114999999996,0.05529316875000001,0.034213684875,0.05120394163419363,0.0,0.023917406710779784,0.062180355112511874,0.0407649375
cg2733,0.05432929333333333,0.032871653333333334,0.05128991,0.04388728491258983,0.040638268,0.036760267700692656,0.0,0.019417278435021716,0.0531830582459813,0.03803354
cg2734,0.22388555,0.247899775,0.2459800875,0.3411741426814185,0.35124794775,0.19791605323775582,0.029411764705882356,0.06534565676593512,0.14204653350068264,0.1480267475
cg2735,0.0374924025,0.025871991500000004,0.032127654375,0.039615565829169586,0.034441729125,0.035506790725730486,0.0,0.022108736330787353,0.04700836730895412,0.0291577025
cg2736,0.7499102750000001,0.786239525,0.7456975499999999,0.8598865489056967,0.69911358675,0.8334640073015647,0.9357142857142856,0.804618221324114,0.9144517715836948,0.71950465
cg2737,0.6949915571428571,0.7643147428571427,0.67702625,0.6469213582857143,0.6230376797142858,0.6686860583022305,0.14352340990732634,0.5631140708884403,0.2492127934135949,0.5023498714285715
cg2738,0.05786564750000001,0.028308628600000007,0.05073360800000001,0.05072391062500001,0.04812278737499999,0.0464495001251849,0.0,0.017322169405073574,0.05807516059636837,0.037352538000000005
cg2739,0.09317736333333332,0.03871113666666666,0.09169156,0.07707411166666667,0.08680075883333334,0.07091959933423651,0.04105090311986863,0.029449845343904747,0.14102230130568905,0.05583649
cg2740,0.07561338333333334,0.04729198666666667,0.07427050166666667,0.06734557681812767,0.04461221166666668,0.043334287766111326,0.0,0.029371602988860303,0.07154229581765183,0.05405053666666667
cg2741,0.047973207999999996,0.030882311999999995,0.043981316,0.050376240263874994,0.0612860497,0.036520635401381576,0.0,0.014785218298457047,0.05100782162131128,0.036481612
cg2742,0.074938566,0.04002686,0.068976419,0.065862649,0.054509432,0.04949101898961556,0.0,0.021684482720938834,0.0701170103128555,0.047820616
cg2743,0.03965109666666666,0.02388236666666667,0.032075396666666665,0.039860088333333335,0.050093042000000004,0.037089652615861154,0.0,0.018208045346647085,0.052808711766865336,0.02696486
cg2744,0.8826734,0.8471445,0.87551342,0.8967736272686182,0.8452085956000001,0.9273423326376022,0.956339432324654,0.9592030591154805,0.9160777195570596,0.8973072999999999
cg2745,0.0917031425,0.0371173,0.0945063954375,0.06511072093980871,0.11173325914285714,0.047071887062307305,0.0,0.022794071018325535,0.07065940935757062,0.05379589
